15	R	2034
15	J	2041
14	R	2041
14	J	2048
13	R	2048
13	J	2055
12	R	2055
12	J	2062
11	R	2062
11	J	2069
10	R	2069
10	J	2076
9	R	2076
9	J	2083
8	R	2083
8	J	2090
7	R	2090
7	J	2097
16	R	2097
16	J	2104
15	R	2104
15	J	2111
14	R	2111
14	J	2118
13	R	2118
13	J	2125
12	R	2125
12	J	2132
11	R	2132
11	J	2139
10	R	2139
10	J	2146
9	R	2146
9	J	2153
8	R	2153
8	J	2160
7	R	2160
7	J	2167
16	R	2167
16	J	2174
15	R	2174
15	J	2181
14	R	2181
14	J	2188
13	R	2188
13	J	2195
12	R	2195
12	J	2202
11	R	2202
11	J	2209
10	R	2209
10	J	2216
9	R	2216
9	J	2223
8	R	2223
8	J	2230
7	R	2230
7	J	2237
16	R	2237
16	J	2244
15	R	2244
15	J	2251
14	R	2251
14	J	2258
13	R	2258
13	J	2265
12	R	2265
12	J	2272
11	R	2272
11	J	2279
10	R	2279
10	J	2286
9	R	2286
9	J	2293
8	R	2293
8	J	2300
7	R	2300
7	J	2307
16	R	2307
16	J	2314
15	R	2314
15	J	2321
14	R	2321
14	J	2328
13	R	2328
13	J	2335
12	R	2335
12	J	2342
11	R	2342
11	J	2349
10	R	2349
10	J	2356
9	R	2356
9	J	2363
8	R	2363
8	J	2370
7	R	2370
7	J	2377
16	R	2377
16	J	2384
15	R	2384
15	J	2391
14	R	2391
14	J	2398
13	R	2398
13	J	2405
12	R	2405
12	J	2412
11	R	2412
11	J	2419
10	R	2419
10	J	2426
9	R	2426
9	J	2433
8	R	2433
8	J	2440
7	R	2440
7	J	2447
16	R	2447
16	J	2454
15	R	2454
15	J	2461
14	R	2461
14	J	2468
13	R	2468
13	J	2475
12	R	2475
12	J	2482
11	R	2482
11	J	2489
10	R	2489
10	J	2496
9	R	2496
9	J	2503
8	R	2503
8	J	2510
7	R	2510
7	J	2517
16	R	2517
16	J	2524
15	R	2524
15	J	2531
14	R	2531
14	J	2538
13	R	2538
13	J	2545
12	R	2545
12	J	2552
11	R	2552
11	J	2559
10	R	2559
10	J	2566
9	R	2566
9	J	2573
8	R	2573
8	J	2580
7	R	2580
7	J	2587
16	R	2587
16	J	2594
15	R	2594
15	J	2601
14	R	2601
14	J	2608
13	R	2608
13	J	2615
12	R	2615
12	J	2622
11	R	2622
11	J	2629
10	R	2629
10	J	2636
9	R	2636
9	J	2643
8	R	2643
8	J	2650
7	R	2650
7	J	2657
16	R	2657
16	J	2664
15	R	2664
15	J	2671
14	R	2671
14	J	2678
13	R	2678
13	J	2685
12	R	2685
12	J	2692
11	R	2692
11	J	2699
10	R	2699
10	J	2706
9	R	2706
9	J	2713
8	R	2713
8	J	2720
7	R	2720
7	J	2727
16	R	2727
16	J	2734
15	R	2734
15	J	2741
14	R	2741
14	J	2748
13	R	2748
13	J	2755
12	R	2755
12	J	2762
11	R	2762
11	J	2769
10	R	2769
10	J	2776
9	R	2776
9	J	2783
8	R	2783
8	J	2790
7	R	2790
7	J	2797
16	R	2797
16	J	2804
15	R	2804
15	J	2811
14	R	2811
14	J	2818
13	R	2818
13	J	2825
12	R	2825
12	J	2832
11	R	2832
11	J	2839
10	R	2839
10	J	2846
9	R	2846
9	J	2853
8	R	2853
8	J	2860
7	R	2860
7	J	2867
16	R	2867
16	J	2874
15	R	2874
15	J	2881
14	R	2881
14	J	2888
13	R	2888
13	J	2895
12	R	2895
12	J	2902
11	R	2902
11	J	2909
10	R	2909
10	J	2916
9	R	2916
9	J	2923
8	R	2923
8	J	2930
7	R	2930
7	J	2937
16	R	2937
16	J	2944
15	R	2944
15	J	2951
14	R	2951
14	J	2958
13	R	2958
13	J	2965
12	R	2965
12	J	2972
11	R	2972
11	J	2979
10	R	2979
10	J	2986
9	R	2986
9	J	2993
8	R	2993
8	J	3000
7	R	3000
7	J	3007
16	R	3007
16	J	3014
15	R	3014
15	J	3021
14	R	3021
14	J	3028
13	R	3028
13	J	3035
12	R	3035
12	J	3042
11	R	3042
11	J	3049
10	R	3049
10	J	3056
9	R	3056
9	J	3063
8	R	3063
3	J	3070
8	J	3070
3	R	3070
3	W	3070
7	R	3070
7	J	3077
16	R	3077
16	J	3084
15	R	3084
15	J	3091
14	R	3091
14	J	3098
13	R	3098
13	J	3105
12	R	3105
12	J	3112
11	R	3112
11	J	3119
10	R	3119
10	J	3126
9	R	3126
9	J	3133
8	R	3133
8	J	3140
7	R	3140
7	J	3147
16	R	3147
16	J	3154
15	R	3154
15	J	3161
14	R	3161
14	J	3168
13	R	3168
13	J	3175
12	R	3175
12	J	3182
11	R	3182
11	J	3189
10	R	3189
10	J	3196
9	R	3196
9	J	3203
8	R	3203
8	J	3210
7	R	3210
7	J	3217
16	R	3217
16	J	3224
15	R	3224
15	J	3231
14	R	3231
14	J	3238
13	R	3238
13	J	3245
12	R	3245
12	J	3252
11	R	3252
11	J	3259
10	R	3259
10	J	3266
9	R	3266
9	J	3273
8	R	3273
8	J	3280
7	R	3280
7	J	3287
16	R	3287
16	J	3294
15	R	3294
15	J	3301
14	R	3301
14	J	3308
13	R	3308
13	J	3315
12	R	3315
12	J	3322
11	R	3322
11	J	3329
10	R	3329
10	J	3336
9	R	3336
9	J	3343
8	R	3343
8	J	3350
7	R	3350
7	J	3357
16	R	3357
16	J	3364
15	R	3364
15	J	3371
14	R	3371
14	J	3378
13	R	3378
13	J	3385
12	R	3385
12	J	3392
11	R	3392
11	J	3399
10	R	3399
10	J	3406
9	R	3406
9	J	3413
8	R	3413
8	J	3420
7	R	3420
7	J	3427
16	R	3427
16	J	3434
15	R	3434
15	J	3441
14	R	3441
14	J	3448
13	R	3448
13	J	3455
12	R	3455
12	J	3462
11	R	3462
11	J	3469
10	R	3469
10	J	3476
9	R	3476
9	J	3483
8	R	3483
8	J	3490
7	R	3490
7	J	3497
16	R	3497
16	J	3504
15	R	3504
15	J	3511
14	R	3511
14	J	3518
13	R	3518
13	J	3525
12	R	3525
12	J	3532
11	R	3532
11	J	3539
10	R	3539
10	J	3546
9	R	3546
9	J	3553
8	R	3553
8	J	3560
7	R	3560
7	J	3567
16	R	3567
16	W	3570
15	R	3570
15	W	3573
14	R	3573
14	W	3576
13	R	3576
13	W	3579
12	R	3579
12	W	3582
11	R	3582
11	W	3585
10	R	3585
10	W	3588
9	R	3588
9	W	3591
8	R	3591
8	W	3594
7	R	3594
7	W	3597
0	R	3597
16	J	3671
16	R	3671
16	W	3671
0	R	3671
15	J	3674
15	R	3674
15	W	3674
0	R	3674
14	J	3677
14	R	3677
14	W	3677
0	R	3677
13	J	3680
13	R	3680
13	W	3680
0	R	3680
12	J	3683
12	R	3683
12	W	3683
0	R	3683
11	J	3686
11	R	3686
11	W	3686
0	R	3686
10	J	3689
10	R	3689
10	W	3689
0	R	3689
9	J	3692
9	R	3692
9	W	3692
0	R	3692
8	J	3695
8	R	3695
8	W	3695
0	R	3695
7	J	3698
7	R	3698
7	W	3698
0	R	3698
16	J	3772
16	R	3772
16	W	3772
0	R	3772
15	J	3775
15	R	3775
15	W	3775
0	R	3775
14	J	3778
14	R	3778
14	W	3778
0	R	3778
13	J	3781
13	R	3781
13	W	3781
0	R	3781
12	J	3784
12	R	3784
12	W	3784
0	R	3784
11	J	3787
11	R	3787
11	W	3787
0	R	3787
10	J	3790
10	R	3790
10	W	3790
0	R	3790
9	J	3793
9	R	3793
9	W	3793
0	R	3793
8	J	3796
8	R	3796
8	W	3796
0	R	3796
7	J	3799
7	R	3799
7	W	3799
0	R	3799
16	J	3873
16	R	3873
15	J	3877
16	J	3877
15	R	3877
14	J	3881
15	J	3881
14	R	3881
13	J	3885
12	J	3885
14	J	3885
13	R	3885
11	J	3889
13	J	3889
12	R	3889
10	J	3893
12	J	3893
11	R	3893
9	J	3897
8	J	3897
11	J	3897
10	R	3897
7	J	3901
10	J	3901
9	R	3901
9	J	3905
8	R	3905
8	J	3909
7	R	3909
7	J	3913
16	R	3913
16	J	3920
15	R	3920
15	J	3927
14	R	3927
14	J	3934
13	R	3934
13	J	3941
12	R	3941
12	J	3948
11	R	3948
11	J	3955
10	R	3955
10	J	3962
9	R	3962
9	J	3969
8	R	3969
8	J	3976
7	R	3976
7	J	3983
16	R	3983
16	J	3990
15	R	3990
15	J	3997
14	R	3997
14	J	4004
13	R	4004
13	J	4011
12	R	4011
12	J	4018
11	R	4018
11	J	4025
10	R	4025
10	J	4032
9	R	4032
9	J	4039
8	R	4039
8	J	4046
7	R	4046
7	J	4053
16	R	4053
16	J	4060
15	R	4060
15	J	4067
14	R	4067
14	J	4074
13	R	4074
13	J	4081
12	R	4081
12	J	4088
11	R	4088
11	J	4095
10	R	4095
10	J	4102
9	R	4102
9	J	4109
8	R	4109
8	J	4116
7	R	4116
7	J	4123
16	R	4123
16	J	4130
15	R	4130
15	J	4137
14	R	4137
14	J	4144
13	R	4144
13	J	4151
12	R	4151
12	J	4158
11	R	4158
11	J	4165
10	R	4165
10	J	4172
9	R	4172
9	J	4179
8	R	4179
8	J	4186
7	R	4186
7	J	4193
16	R	4193
16	J	4200
15	R	4200
15	J	4207
14	R	4207
14	J	4214
13	R	4214
13	J	4221
12	R	4221
12	J	4228
11	R	4228
11	J	4235
10	R	4235
10	J	4242
9	R	4242
9	J	4249
8	R	4249
8	J	4256
7	R	4256
7	J	4263
16	R	4263
16	J	4270
15	R	4270
15	J	4277
14	R	4277
14	J	4284
13	R	4284
13	J	4291
12	R	4291
12	J	4298
11	R	4298
11	J	4305
10	R	4305
10	J	4312
9	R	4312
9	J	4319
8	R	4319
8	J	4326
7	R	4326
7	J	4333
16	R	4333
16	J	4340
15	R	4340
15	J	4347
14	R	4347
14	J	4354
13	R	4354
13	J	4361
12	R	4361
12	J	4368
11	R	4368
11	J	4375
10	R	4375
10	J	4382
9	R	4382
9	J	4389
8	R	4389
8	J	4396
7	R	4396
7	J	4403
16	R	4403
16	J	4410
15	R	4410
15	J	4417
14	R	4417
14	J	4424
13	R	4424
13	J	4431
12	R	4431
12	J	4438
11	R	4438
11	J	4445
10	R	4445
10	J	4452
9	R	4452
9	J	4459
8	R	4459
8	J	4466
7	R	4466
7	J	4473
16	R	4473
16	J	4480
15	R	4480
15	J	4487
14	R	4487
14	J	4494
13	R	4494
13	J	4501
12	R	4501
12	J	4508
11	R	4508
11	J	4515
10	R	4515
10	J	4522
9	R	4522
9	J	4529
8	R	4529
8	J	4536
7	R	4536
7	J	4543
16	R	4543
16	J	4550
15	R	4550
15	J	4557
14	R	4557
14	J	4564
13	R	4564
13	J	4571
12	R	4571
12	J	4578
11	R	4578
11	J	4585
10	R	4585
10	J	4592
9	R	4592
9	J	4599
8	R	4599
8	J	4606
7	R	4606
7	J	4613
16	R	4613
16	J	4620
15	R	4620
15	J	4627
14	R	4627
14	J	4634
13	R	4634
13	J	4641
12	R	4641
12	J	4648
11	R	4648
11	J	4655
10	R	4655
10	J	4662
9	R	4662
9	J	4669
8	R	4669
8	J	4676
7	R	4676
7	J	4683
16	R	4683
16	J	4690
15	R	4690
15	J	4697
14	R	4697
14	J	4704
13	R	4704
13	J	4711
12	R	4711
12	J	4718
11	R	4718
11	J	4725
10	R	4725
10	J	4732
9	R	4732
9	J	4739
8	R	4739
8	J	4746
7	R	4746
7	J	4753
16	R	4753
16	J	4760
15	R	4760
15	J	4767
14	R	4767
14	J	4774
13	R	4774
13	J	4781
12	R	4781
12	J	4788
11	R	4788
11	J	4795
10	R	4795
10	J	4802
9	R	4802
9	J	4809
8	R	4809
8	J	4816
7	R	4816
7	J	4823
16	R	4823
16	J	4830
15	R	4830
15	J	4837
14	R	4837
14	J	4844
13	R	4844
13	J	4851
12	R	4851
12	J	4858
11	R	4858
11	J	4865
10	R	4865
10	J	4872
9	R	4872
9	J	4879
8	R	4879
8	J	4886
7	R	4886
7	J	4893
16	R	4893
16	J	4900
15	R	4900
15	J	4907
14	R	4907
14	J	4914
13	R	4914
13	J	4921
12	R	4921
12	J	4928
11	R	4928
11	J	4935
10	R	4935
10	J	4942
9	R	4942
9	J	4949
8	R	4949
8	J	4956
7	R	4956
7	J	4963
16	R	4963
16	J	4970
15	R	4970
15	J	4977
14	R	4977
14	J	4984
13	R	4984
13	J	4991
12	R	4991
12	J	4998
11	R	4998
11	J	5005
10	R	5005
10	J	5012
9	R	5012
9	J	5019
8	R	5019
8	J	5026
7	R	5026
7	J	5033
16	R	5033
16	J	5040
15	R	5040
15	J	5047
14	R	5047
14	J	5054
13	R	5054
13	J	5061
12	R	5061
12	J	5068
11	R	5068
11	J	5075
10	R	5075
10	J	5082
9	R	5082
9	J	5089
8	R	5089
8	J	5096
7	R	5096
7	J	5103
16	R	5103
16	J	5110
15	R	5110
15	J	5117
14	R	5117
14	J	5124
13	R	5124
13	J	5131
12	R	5131
12	J	5138
11	R	5138
11	J	5145
10	R	5145
10	J	5152
9	R	5152
9	J	5159
8	R	5159
8	J	5166
7	R	5166
7	J	5173
16	R	5173
16	J	5180
15	R	5180
15	J	5187
14	R	5187
14	J	5194
13	R	5194
13	J	5201
12	R	5201
12	J	5208
11	R	5208
11	J	5215
10	R	5215
10	J	5222
9	R	5222
9	J	5229
8	R	5229
8	J	5236
7	R	5236
7	J	5243
16	R	5243
16	J	5250
15	R	5250
15	J	5257
14	R	5257
14	J	5264
13	R	5264
13	J	5271
12	R	5271
12	J	5278
11	R	5278
11	J	5285
10	R	5285
10	J	5292
9	R	5292
9	J	5299
8	R	5299
8	J	5306
7	R	5306
7	J	5313
16	R	5313
16	J	5320
15	R	5320
15	J	5327
14	R	5327
14	J	5334
13	R	5334
13	J	5341
12	R	5341
12	J	5348
11	R	5348
11	J	5355
10	R	5355
10	J	5362
9	R	5362
9	J	5369
8	R	5369
8	J	5376
7	R	5376
7	J	5383
16	R	5383
16	J	5390
15	R	5390
15	J	5397
14	R	5397
14	J	5404
13	R	5404
13	J	5411
12	R	5411
12	J	5418
11	R	5418
11	J	5425
10	R	5425
10	J	5432
9	R	5432
9	J	5439
8	R	5439
8	J	5446
7	R	5446
7	J	5453
16	R	5453
16	J	5460
15	R	5460
15	J	5467
14	R	5467
14	J	5474
13	R	5474
13	J	5481
12	R	5481
12	J	5488
11	R	5488
11	J	5495
10	R	5495
10	J	5502
9	R	5502
9	J	5509
8	R	5509
8	J	5516
7	R	5516
7	J	5523
16	R	5523
16	J	5530
15	R	5530
15	J	5537
14	R	5537
14	J	5544
13	R	5544
13	J	5551
12	R	5551
12	J	5558
11	R	5558
11	J	5565
10	R	5565
10	J	5572
9	R	5572
9	J	5579
8	R	5579
8	J	5586
7	R	5586
7	J	5593
16	R	5593
16	J	5600
15	R	5600
15	J	5607
14	R	5607
14	J	5614
13	R	5614
13	J	5621
12	R	5621
12	J	5628
11	R	5628
11	J	5635
10	R	5635
10	J	5642
9	R	5642
9	J	5649
8	R	5649
8	J	5656
7	R	5656
7	J	5663
16	R	5663
16	J	5670
15	R	5670
15	J	5677
14	R	5677
14	J	5684
13	R	5684
13	J	5691
12	R	5691
12	J	5698
11	R	5698
11	J	5705
10	R	5705
10	J	5712
9	R	5712
9	J	5719
8	R	5719
8	J	5726
7	R	5726
7	J	5733
16	R	5733
16	J	5740
15	R	5740
15	J	5747
14	R	5747
14	J	5754
13	R	5754
13	J	5761
12	R	5761
12	J	5768
11	R	5768
11	J	5775
10	R	5775
10	J	5782
9	R	5782
9	J	5789
8	R	5789
8	J	5796
7	R	5796
7	J	5803
16	R	5803
16	J	5810
15	R	5810
15	J	5817
14	R	5817
14	J	5824
13	R	5824
13	J	5831
12	R	5831
12	J	5838
11	R	5838
11	J	5845
10	R	5845
10	J	5852
9	R	5852
9	J	5859
8	R	5859
8	J	5866
7	R	5866
7	J	5873
16	R	5873
16	W	5873
15	R	5873
15	W	5873
14	R	5873
14	W	5873
13	R	5873
13	W	5873
12	R	5873
12	W	5873
11	R	5873
11	W	5873
10	R	5873
10	W	5873
9	R	5873
9	W	5873
8	R	5873
8	W	5873
7	R	5873
7	W	5873
0	R	5873
16	J	5974
15	J	5974
14	J	5974
13	J	5974
12	J	5974
11	J	5974
10	J	5974
9	J	5974
8	J	5974
7	J	5974
16	R	5974
16	W	5974
15	R	5974
15	W	5974
14	R	5974
14	W	5974
13	R	5974
13	W	5974
12	R	5974
12	W	5974
11	R	5974
11	W	5974
10	R	5974
10	W	5974
9	R	5975
9	W	5975
8	R	5975
8	W	5975
7	R	5975
7	W	5975
0	R	5975
16	J	6075
15	J	6075
14	J	6075
13	J	6075
12	J	6075
11	J	6075
10	J	6075
16	R	6075
16	W	6075
15	R	6075
15	W	6075
14	R	6075
14	W	6075
13	R	6075
13	W	6075
12	R	6075
12	W	6075
11	R	6075
11	W	6075
10	R	6075
10	W	6075
0	R	6075
9	J	6076
8	J	6076
7	J	6076
9	R	6076
9	W	6076
8	R	6076
8	W	6076
7	R	6076
7	W	6076
0	R	6076
11	J	6176
10	J	6176
11	R	6176
16	J	6183
15	J	6183
14	J	6183
13	J	6183
12	J	6183
9	J	6183
8	J	6183
7	J	6183
11	J	6183
16	R	6183
16	J	6190
15	R	6190
15	J	6197
14	R	6197
14	J	6204
13	R	6204
13	J	6211
12	R	6211
12	J	6218
9	R	6218
9	J	6225
8	R	6225
8	J	6232
10	R	6232
10	J	6238
7	R	6238
7	J	6244
16	R	6244
16	J	6251
15	R	6251
15	J	6258
14	R	6258
14	J	6265
13	R	6265
13	J	6272
12	R	6272
12	J	6279
11	R	6279
11	J	6286
10	R	6286
10	J	6293
9	R	6293
9	J	6300
8	R	6300
8	J	6307
7	R	6307
7	J	6314
16	R	6314
16	J	6321
15	R	6321
15	J	6328
14	R	6328
14	J	6335
13	R	6335
13	J	6342
12	R	6342
12	J	6349
11	R	6349
11	J	6356
10	R	6356
10	J	6363
9	R	6363
9	J	6370
8	R	6370
8	J	6377
7	R	6377
7	J	6384
16	R	6384
16	J	6391
15	R	6391
15	J	6398
14	R	6398
14	J	6405
13	R	6405
13	J	6412
12	R	6412
12	J	6419
11	R	6419
11	J	6426
10	R	6426
10	J	6433
9	R	6433
9	J	6440
8	R	6440
8	J	6447
7	R	6447
7	J	6454
16	R	6454
16	J	6461
15	R	6461
15	J	6468
14	R	6468
14	J	6475
13	R	6475
13	J	6482
12	R	6482
12	J	6489
11	R	6489
11	J	6496
10	R	6496
10	J	6503
9	R	6503
9	J	6510
8	R	6510
8	J	6517
7	R	6517
7	J	6524
16	R	6524
16	J	6531
15	R	6531
15	J	6538
14	R	6538
14	J	6545
13	R	6545
13	J	6552
12	R	6552
12	J	6559
11	R	6559
11	J	6566
10	R	6566
10	J	6573
9	R	6573
9	J	6580
8	R	6580
8	J	6587
7	R	6587
7	J	6594
16	R	6594
16	J	6601
15	R	6601
15	J	6608
14	R	6608
14	J	6615
13	R	6615
13	J	6622
12	R	6622
12	J	6629
11	R	6629
11	J	6636
10	R	6636
10	J	6643
9	R	6643
9	J	6650
8	R	6650
8	J	6657
7	R	6657
7	J	6664
16	R	6664
16	J	6671
15	R	6671
15	J	6678
14	R	6678
14	J	6685
13	R	6685
13	J	6692
12	R	6692
12	J	6699
11	R	6699
11	J	6706
10	R	6706
10	J	6713
9	R	6713
9	J	6720
8	R	6720
8	J	6727
7	R	6727
7	J	6734
16	R	6734
16	J	6741
15	R	6741
15	J	6748
14	R	6748
14	J	6755
13	R	6755
13	J	6762
12	R	6762
12	J	6769
11	R	6769
11	J	6776
10	R	6776
10	J	6783
9	R	6783
9	J	6790
8	R	6790
8	J	6797
7	R	6797
7	J	6804
16	R	6804
16	J	6811
15	R	6811
15	J	6818
14	R	6818
14	J	6825
13	R	6825
13	J	6832
12	R	6832
12	J	6839
11	R	6839
11	J	6846
10	R	6846
10	J	6853
9	R	6853
9	J	6860
8	R	6860
8	J	6867
7	R	6867
7	J	6874
16	R	6874
16	J	6881
15	R	6881
15	J	6888
14	R	6888
14	J	6895
13	R	6895
13	J	6902
12	R	6902
12	J	6909
11	R	6909
11	J	6916
10	R	6916
10	J	6923
9	R	6923
9	J	6930
8	R	6930
8	J	6937
7	R	6937
7	J	6944
16	R	6944
16	J	6951
15	R	6951
15	J	6958
14	R	6958
14	J	6965
13	R	6965
13	J	6972
12	R	6972
12	J	6979
11	R	6979
11	J	6986
10	R	6986
10	J	6993
9	R	6993
9	J	7000
8	R	7000
8	J	7007
7	R	7007
7	J	7014
16	R	7014
16	J	7021
15	R	7021
15	J	7028
14	R	7028
14	J	7035
13	R	7035
13	J	7042
12	R	7042
12	J	7049
11	R	7049
11	J	7056
10	R	7056
10	J	7063
9	R	7063
9	J	7070
8	R	7070
8	J	7077
7	R	7077
7	J	7084
16	R	7084
16	J	7091
15	R	7091
15	J	7098
14	R	7098
14	J	7105
13	R	7105
13	J	7112
12	R	7112
12	J	7119
11	R	7119
11	J	7126
10	R	7126
10	J	7133
9	R	7133
9	J	7140
8	R	7140
8	J	7147
7	R	7147
7	J	7154
16	R	7154
16	J	7161
15	R	7161
15	J	7168
14	R	7168
14	J	7175
13	R	7175
13	J	7182
12	R	7182
12	J	7189
11	R	7189
11	J	7196
10	R	7196
10	J	7203
9	R	7203
9	J	7210
8	R	7210
8	J	7217
7	R	7217
7	J	7224
16	R	7224
16	J	7231
15	R	7231
15	J	7238
14	R	7238
14	J	7245
13	R	7245
13	J	7252
12	R	7252
12	J	7259
11	R	7259
11	J	7266
10	R	7266
10	J	7273
9	R	7273
9	J	7280
8	R	7280
8	J	7287
7	R	7287
7	J	7294
16	R	7294
16	J	7301
15	R	7301
15	J	7308
14	R	7308
14	J	7315
13	R	7315
13	J	7322
12	R	7322
12	J	7329
11	R	7329
11	J	7336
10	R	7336
10	J	7343
9	R	7343
9	J	7350
8	R	7350
8	J	7357
7	R	7357
7	J	7364
16	R	7364
16	J	7371
15	R	7371
15	J	7378
14	R	7378
14	J	7385
13	R	7385
13	J	7392
12	R	7392
12	J	7399
11	R	7399
11	J	7406
10	R	7406
10	J	7413
9	R	7413
9	J	7420
8	R	7420
8	J	7427
7	R	7427
7	J	7434
16	R	7434
16	J	7441
15	R	7441
15	J	7448
14	R	7448
14	J	7455
13	R	7455
13	J	7462
12	R	7462
12	J	7469
11	R	7469
11	J	7476
10	R	7476
10	J	7483
9	R	7483
9	J	7490
8	R	7490
8	J	7497
7	R	7497
7	J	7504
16	R	7504
16	J	7511
15	R	7511
15	J	7518
14	R	7518
14	J	7525
13	R	7525
13	J	7532
12	R	7532
12	J	7539
11	R	7539
11	J	7546
10	R	7546
10	J	7553
9	R	7553
9	J	7560
8	R	7560
8	J	7567
7	R	7567
7	J	7574
16	R	7574
16	J	7581
15	R	7581
15	J	7588
14	R	7588
14	J	7595
13	R	7595
13	J	7602
12	R	7602
12	J	7609
11	R	7609
11	J	7616
10	R	7616
10	J	7623
9	R	7623
9	J	7630
8	R	7630
8	J	7637
7	R	7637
7	J	7644
16	R	7644
16	J	7651
15	R	7651
15	J	7658
14	R	7658
14	J	7665
13	R	7665
13	J	7672
12	R	7672
12	J	7679
11	R	7679
11	J	7686
10	R	7686
10	J	7693
9	R	7693
9	J	7700
8	R	7700
8	J	7707
7	R	7707
7	J	7714
16	R	7714
16	J	7721
15	R	7721
15	J	7728
14	R	7728
14	J	7735
13	R	7735
13	J	7742
12	R	7742
12	J	7749
11	R	7749
11	J	7756
10	R	7756
10	J	7763
9	R	7763
9	J	7770
8	R	7770
8	J	7777
7	R	7777
7	J	7784
16	R	7784
16	J	7791
15	R	7791
15	J	7798
14	R	7798
14	J	7805
13	R	7805
13	J	7812
12	R	7812
12	J	7819
11	R	7819
11	J	7826
10	R	7826
10	J	7833
9	R	7833
9	J	7840
8	R	7840
8	J	7847
7	R	7847
7	J	7854
16	R	7854
16	J	7861
15	R	7861
15	J	7868
14	R	7868
14	J	7875
13	R	7875
13	J	7882
12	R	7882
12	J	7889
11	R	7889
11	J	7896
10	R	7896
10	J	7903
9	R	7903
9	J	7910
8	R	7910
8	J	7917
7	R	7917
7	J	7924
16	R	7924
